19.362	40.000
19.367	40.010
19.372	40.020
19.377	40.030
19.381	40.040
19.386	40.050
19.391	40.060
19.396	40.070
19.401	40.080
19.406	40.090
19.410	40.100
19.415	40.110
19.420	40.120
19.425	40.130
19.430	40.140
19.435	40.150
19.439	40.160
19.444	40.170
19.449	40.180
19.454	40.190
19.459	40.200
19.464	40.210
19.469	40.220
19.474	40.230
19.479	40.240
19.484	40.250
19.489	40.260
19.494	40.270
19.499	40.280
19.503	40.290
19.508	40.300
19.513	40.310
19.518	40.320
19.523	40.330
19.528	40.340
19.533	40.350
19.538	40.360
19.543	40.370
19.548	40.380
19.553	40.390
19.558	40.400
19.563	40.410
19.568	40.420
19.573	40.430
19.578	40.440
19.583	40.450
19.588	40.460
19.592	40.470
19.597	40.480
19.602	40.490
19.607	40.500
19.612	40.510
19.617	40.520
19.622	40.530
19.627	40.540
19.632	40.550
19.636	40.560
19.641	40.570
19.646	40.580
19.651	40.590
19.656	40.600
19.661	40.610
19.666	40.620
19.671	40.630
19.675	40.640
19.680	40.650
19.685	40.660
19.690	40.670
19.695	40.680
19.700	40.690
19.705	40.700
19.709	40.710
19.714	40.720
19.719	40.730
19.724	40.740
19.729	40.750
19.734	40.760
19.738	40.770
19.743	40.780
19.748	40.790
19.753	40.800
19.758	40.810
19.763	40.820
19.768	40.830
19.772	40.840
19.777	40.850
19.782	40.860
19.787	40.870
19.792	40.880
19.797	40.890
19.801	40.900
19.806	40.910
19.811	40.920
19.816	40.930
19.821	40.940
19.826	40.950
19.830	40.960
19.835	40.970
19.840	40.980
19.845	40.990
19.850	41.000
19.855	41.010
19.860	41.020
19.865	41.030
19.870	41.040
19.875	41.050
19.880	41.060
19.885	41.070
19.890	41.080
19.894	41.090
19.899	41.100
19.904	41.110
19.909	41.120
19.914	41.130
19.919	41.140
19.924	41.150
19.929	41.160
19.934	41.170
19.939	41.180
19.944	41.190
19.949	41.200
19.954	41.210
19.959	41.220
19.964	41.230
19.969	41.240
19.974	41.250
19.979	41.260
19.983	41.270
19.988	41.280
19.993	41.290
19.998	41.300
20.003	41.310
20.008	41.320
20.013	41.330
20.018	41.340
20.023	41.350
20.027	41.360
20.032	41.370
20.037	41.380
20.042	41.390
20.047	41.400
20.052	41.410
20.057	41.420
20.062	41.430
20.066	41.440
20.071	41.450
20.076	41.460
20.081	41.470
20.086	41.480
20.091	41.490
20.095	41.500
20.100	41.510
20.105	41.520
20.110	41.530
20.115	41.540
20.120	41.550
20.125	41.560
20.129	41.570
20.134	41.580
20.139	41.590
20.144	41.600
20.149	41.610
20.154	41.620
20.159	41.630
20.164	41.640
20.168	41.650
20.173	41.660
20.178	41.670
20.183	41.680
20.188	41.690
20.193	41.700
20.198	41.710
20.203	41.720
20.208	41.730
20.213	41.740
20.217	41.750
20.222	41.760
20.227	41.770
20.232	41.780
20.237	41.790
20.242	41.800
20.247	41.810
20.252	41.820
20.257	41.830
20.262	41.840
20.266	41.850
20.271	41.860
20.276	41.870
20.281	41.880
20.286	41.890
20.291	41.900
20.296	41.910
20.301	41.920
20.306	41.930
20.311	41.940
20.315	41.950
20.320	41.960
20.325	41.970
20.330	41.980
20.335	41.990
20.340	42.000
20.345	42.010
20.350	42.020
20.355	42.030
20.360	42.040
20.364	42.050
20.369	42.060
20.374	42.070
20.379	42.080
20.384	42.090
20.389	42.100
20.394	42.110
20.399	42.120
20.404	42.130
20.409	42.140
20.413	42.150
20.418	42.160
20.423	42.170
20.428	42.180
20.433	42.190
20.438	42.200
20.443	42.210
20.448	42.220
20.453	42.230
20.458	42.240
20.462	42.250
20.467	42.260
20.472	42.270
20.477	42.280
20.482	42.290
20.487	42.300
20.492	42.310
20.497	42.320
20.502	42.330
20.507	42.340
20.511	42.350
20.516	42.360
20.521	42.370
20.526	42.380
20.531	42.390
20.536	42.400
20.541	42.410
20.546	42.420
20.551	42.430
20.556	42.440
20.560	42.450
20.565	42.460
20.570	42.470
20.575	42.480
20.580	42.490
20.585	42.500
